939.027161,1015.220032,40.534752,0.020001,0.000000,-0.289929
1037.953369,939.913635,43.018131,0.054001,0.000000,-2.155930
962.776611,1126.855835,39.105606,0.082001,0.000000,-2.239930
1026.432129,1134.277954,43.630508,0.044001,0.000000,-2.815929
1126.054932,960.228333,52.474045,-0.055999,0.000000,-2.661113
1159.660522,988.297119,63.673367,-0.237999,0.000000,2.466072
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
926.363831,792.765076,284.095917,-0.741999,0.000000,-0.641114
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
